customer_tweet_id,customer_text,customer_text,human_intent,difficulty,notes
2690709,@AmazonHelp I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,@AmazonHelp I've shared it. Last time I was told to send an email and refund will be initiated in 2 days and I'll get a call. None of that ever happened.,REFUND_STATUS,BOUNDARY,Refund promised but hasn't happened
1248315,@AmazonHelp you can check my last 7 order in those i have faced issues in 6 orders for delivery ... Mo 9426890231 not get enough response,@AmazonHelp you can check my last 7 order in those i have faced issues in 6 orders for delivery ... Mo 9426890231 not get enough response,ORDER_STATUS,EASY,Asking about order history/status
946579,"@AmazonHelp Hola , perdón por contestar tarde , él paquete era de un vendedor externo","@AmazonHelp Hola , perdón por contestar tarde , él paquete era de un vendedor externo",OTHER,MESSY,Seller context without actionable supported intent
2335511,@115850 It's the 5th tike I am going to request a return and still no one comes to take the product back.,@115850 It's the 5th tike I am going to request a return and still no one comes to take the product back.,RETURN_REPLACEMENT,EASY,Explicit return request
423251,@AmazonHelp The manufacturer provides no reply on this .. Please look into this,@AmazonHelp The manufacturer provides no reply on this .. Please look into this,OTHER,MESSY,Manufacturer hasn't replied; insufficient context
1240703,@AmazonHelp Sorry for taking so long to respond. Here my tracking details https://t.co/OmcGheGsQC,@AmazonHelp Sorry for taking so long to respond. Here my tracking details https://t.co/OmcGheGsQC,DELIVERY_TRACKING,EASY,Tracking details
1341694,@AmazonHelp Till now I have not received any calls from your side regarding my query I have filled the form too which you have given to me.,@AmazonHelp Till now I have not received any calls from your side regarding my query I have filled the form too which you have given to me.,OTHER,MESSY,Generic follow-up with insufficient context
2531725,@115821 @115850  @AmazonHelp  After a one month wait period and thrice changed delivery date your support asks me to cancel my order !!!,@115821 @115850  @AmazonHelp  After a one month wait period and thrice changed delivery date your support asks me to cancel my order !!!,ORDER_CANCELLATION,BOUNDARY,Customer is being asked to cancel after delivery-date changes
454552,@AmazonHelp No I took them out the box feeling confident they would be fine as they had been delivered with such care &amp; wouldn’t need inspecting. Amazon Customer service in Manila couldn’t give 2 shits about the problem because 4 days later still waiting for a manager to call me back,@AmazonHelp No I took them out the box feeling confident they would be fine as they had been delivered with such care &amp; wouldn’t need inspecting. Amazon Customer service in Manila couldn’t give 2 shits about the problem because 4 days later still waiting for a manager to call me back,PRODUCT_ISSUE,BOUNDARY,Product problem; resolution delay is secondary
420663,"@AmazonHelp Sir it's been more than 2 days I am trying to know the status of my order even today no action is taken, its been more than 2 days now","@AmazonHelp Sir it's been more than 2 days I am trying to know the status of my order even today no action is taken, its been more than 2 days now",ORDER_STATUS,EASY,Explicitly asks order status
351477,@AmazonHelp Thanks for your response. I'm refunded only ₹679 for a total price of ₹799 which I paid. Not sure why.,@AmazonHelp Thanks for your response. I'm refunded only ₹679 for a total price of ₹799 which I paid. Not sure why.,REFUND_STATUS,EASY,Refund amount doesn't match purchase price
1289735,@115821 Account corrected! I’ve called 3 times and gotten the run around! I can’t log in to my own account #pleasehelp @115821  #thisisridiculous,@115821 Account corrected! I’ve called 3 times and gotten the run around! I can’t log in to my own account #pleasehelp @115821  #thisisridiculous,ACCOUNT_ACCESS,EASY,Cannot log into account
2856569,"@AmazonHelp hola! Hice un pedido de dos artículos, uno en preventa y otro fuera de stock, he cancelado el del stock y creo que el de preventa también pero ese no quería cancelarlo. Me dice que se está preparando la cancelación pero quiero  volvero a pedir, cuando podré?","@AmazonHelp hola! Hice un pedido de dos artículos, uno en preventa y otro fuera de stock, he cancelado el del stock y creo que el de preventa también pero ese no quería cancelarlo. Me dice que se está preparando la cancelación pero quiero  volvero a pedir, cuando podré?",ORDER_CANCELLATION,EASY,Order cancellation issue
327589,@AmazonHelp how do I get a product that arrived defective to be exchanged for one that works?,@AmazonHelp how do I get a product that arrived defective to be exchanged for one that works?,PRODUCT_ISSUE,EASY,Defective product; exchange requested
838256,"@AmazonHelp hi, someone tried to login my account and manage to hack, and leave customer review by using my account.","@AmazonHelp hi, someone tried to login my account and manage to hack, and leave customer review by using my account.",ACCOUNT_SECURITY,EASY,Attempted account compromise
1302808,@119356 before 6m I request u provide invoice copy  in your app. if for inv.copy we go to site than how u say it better to use app @115821,@119356 before 6m I request u provide invoice copy  in your app. if for inv.copy we go to site than how u say it better to use app @115821,OTHER,MESSY,Invoice-copy request outside taxonomy
2105743,"@AmazonHelp You can check out my order details.
(408-9194083-1583519)","@AmazonHelp You can check out my order details.
(408-9194083-1583519)",ORDER_STATUS,EASY,Asking to check order details
1223100,@AmazonHelp I can’t because I am unable to log in into my account. Registered no is 8867606711.,@AmazonHelp I can’t because I am unable to log in into my account. Registered no is 8867606711.,ACCOUNT_ACCESS,EASY,Unable to log in
18190,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.","@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",CASHBACK,EASY,Cashback not received
13157,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,@AmazonHelp I have asked the customer care exec on phone to cancel the order. Don't want to waste any more of my time on this.,ORDER_CANCELLATION,EASY,Explicit cancellation
1086042,"🤔 @115821 why do I need to ship this back if it’s broken? It seems like a waste of packaging, can you just send me a replacement? https://t.co/BOS3VEJnYg","🤔 @115821 why do I need to ship this back if it’s broken? It seems like a waste of packaging, can you just send me a replacement? https://t.co/BOS3VEJnYg",PRODUCT_ISSUE,BOUNDARY,Broken product; replacement secondary
1380576,@AmazonHelp It’s been replaced once (the 1st time) and “updated” the 2nd. It won’t even turn on now. It’s fully charged.,@AmazonHelp It’s been replaced once (the 1st time) and “updated” the 2nd. It won’t even turn on now. It’s fully charged.,PRODUCT_ISSUE,EASY,Replaced product still doesn't work
673162,@AmazonHelp done. sent an email,@AmazonHelp done. sent an email,OTHER,MESSY,No actionable intent
1118559,@AmazonHelp Tracking #: 237294242407 i want my package to be delivered today .... as it is already shipped..,@AmazonHelp Tracking #: 237294242407 i want my package to be delivered today .... as it is already shipped..,DELIVERY_TRACKING,EASY,Explicit tracking number/status
1406568,"@AmazonHelp On that link on order was found ...
I returned item on 27 sept 2017","@AmazonHelp On that link on order was found ...
I returned item on 27 sept 2017",RETURN_REPLACEMENT,BOUNDARY,Returned item/order; return context primary
2317037,@115821 I need your help. You charged me twice for 18.95 recent order! I could have used that $ this eve.,@115821 I need your help. You charged me twice for 18.95 recent order! I could have used that $ this eve.,UNEXPECTED_CHARGE,EASY,Explicit duplicate charge
851571,"@AmazonHelp Done, many thanks for getting in touch!","@AmazonHelp Done, many thanks for getting in touch!",OTHER,MESSY,Generic thanks
2513914,@AmazonHelp 404-7174115-8804331 my order cancel without any intimation. I want it as per schedule. This is 3rd time bad experience pls solve,@AmazonHelp 404-7174115-8804331 my order cancel without any intimation. I want it as per schedule. This is 3rd time bad experience pls solve,ORDER_CANCELLATION,EASY,Order cancelled unexpectedly
1461521,@115830 Received this today + look how damaged it is. No damage to external packaging so was packaged up and willing sent to us like this😐 https://t.co/dQHjpjtGmH,@115830 Received this today + look how damaged it is. No damage to external packaging so was packaged up and willing sent to us like this😐 https://t.co/dQHjpjtGmH,PRODUCT_ISSUE,EASY,Product arrived damaged
1478885,"@116928 El problema llega cuando me dice que tengo que devolver el producto, como devuelvo algo que no me ha llegado?","@116928 El problema llega cuando me dice que tengo que devolver el producto, como devuelvo algo que no me ha llegado?",DELIVERY_NOT_RECEIVED,BOUNDARY,Customer says product hasn't been received
2882533,In the last 24 hours I've had my bank details stolen and used in association with an amazon prime account the response from @115821 and @33924 has been disgusting.,In the last 24 hours I've had my bank details stolen and used in association with an amazon prime account the response from @115821 and @33924 has been disgusting.,ACCOUNT_SECURITY,EASY,Bank details stolen/used with account
2686573,@AmazonHelp I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?,@AmazonHelp I was supposed to receive a package yesterday and it never arrived. Now it’s showing it was delivered at 11:30 pm last night but it was not. How do I find out where my package is?,DELIVERY_NOT_RECEIVED,EASY,Delivered but not received
351126,@AmazonHelp I got my order. Thanks,@AmazonHelp I got my order. Thanks,OTHER,MESSY,Simple acknowledgement
1731611,@115830 @AmazonHelp Can't get into my account. Password reset email code not being received inbox or spam. Help please.,@115830 @AmazonHelp Can't get into my account. Password reset email code not being received inbox or spam. Help please.,ACCOUNT_ACCESS,EASY,Login/password-reset problem
806328,@AmazonHelp @312151 I’m still waiting for my order that should have been delivered on the 10th,@AmazonHelp @312151 I’m still waiting for my order that should have been delivered on the 10th,DELIVERY_DELAY,EASY,Expected delivery date has passed
928315,I have spend 31k on a product and i get a defective one? @115850 @AmazonHelp &amp; no replacement for it? https://t.co/Rr1d7IHS8P,I have spend 31k on a product and i get a defective one? @115850 @AmazonHelp &amp; no replacement for it? https://t.co/Rr1d7IHS8P,DELIVERY_NOT_RECEIVED,EASY,Product/package not received despite delivered status
1385298,"Hi @115830
My package has missed two delivery dates but is now refundable if late by a further 10 months? Also Aug 10th isn't a Saturday? https://t.co/YGr1AdoFt3","Hi @115830
My package has missed two delivery dates but is now refundable if late by a further 10 months? Also Aug 10th isn't a Saturday? https://t.co/YGr1AdoFt3",DELIVERY_TRACKING,EASY,Carrier tracking and Amazon status disagree
1048775,Another failed delivery from @117795 Getting fed up with this as have lost count of the number of deliveries that have failed,Another failed delivery from @117795 Getting fed up with this as have lost count of the number of deliveries that have failed,ACCOUNT_ACCESS,EASY,Cannot sign in; password rejected
1401461,@115821 so a package was supposed to be delivered today. Tracking last shows it left on Thursday but nothing since and package not at home any ideas?,@115821 so a package was supposed to be delivered today. Tracking last shows it left on Thursday but nothing since and package not at home any ideas?,ACCOUNT_SECURITY,EASY,Account compromise/fraud accusation
1283811,@AmazonHelp product delivered not up to the quality standard. Not expected this quality. Want to return! Please help,@AmazonHelp product delivered not up to the quality standard. Not expected this quality. Want to return! Please help,MISSING_ITEM,BOUNDARY,One item never arrived; refund is secondary
685683,"@115830 Now I can't get into my account at all, you're a bunch of thieving Ba****ds!","@115830 Now I can't get into my account at all, you're a bunch of thieving Ba****ds!",REFUND_STATUS,EASY,Asking about refund initiation
1205000,@AmazonHelp Just get my package it was suppose to be here today but oh no,@AmazonHelp Just get my package it was suppose to be here today but oh no,OTHER,MESSY,Complaint without a clearly supported operational intent
1391145,"@AmazonHelp You have charged me twice to two items, my bank confirmed it, I gave the codes to you but still you're denying it. Unbelievable.","@AmazonHelp You have charged me twice to two items, my bank confirmed it, I gave the codes to you but still you're denying it. Unbelievable.",OTHER,MESSY,Synchronization/account feature issue outside taxonomy
2042074,@AmazonHelp Yes but the bank says you have double charged but you refuse to acknowledge that or talk to them. This has been happening frequently.,@AmazonHelp Yes but the bank says you have double charged but you refuse to acknowledge that or talk to them. This has been happening frequently.,ORDER_CANCELLATION,EASY,Asking why order was cancelled
1595329,@AmazonHelp last month my card was charged for prume when even though its canceled and it did it again this month,@AmazonHelp last month my card was charged for prume when even though its canceled and it did it again this month,DELIVERY_DELAY,EASY,Explicitly says delivery date is delayed
2847336,"Ordered a new sd card from @115830  and it charged me twice, great 😑","Ordered a new sd card from @115830  and it charged me twice, great 😑",UNEXPECTED_CHARGE,BOUNDARY,Charge during presumed trial period
527631,@115850 received a broken item in my order. Asked for replacement 2dayd back. No progress yet. This isn't the way customers should be handled. #badshopping@amazon,@115850 received a broken item in my order. Asked for replacement 2dayd back. No progress yet. This isn't the way customers should be handled. #badshopping@amazon,OTHER,MESSY,No clear support request
1201193,"Ummmm as an @115821 prime member, I’m highly disappointed that my shipping time has been extended😒😒","Ummmm as an @115821 prime member, I’m highly disappointed that my shipping time has been extended😒😒",REFUND_STATUS,EASY,Refund processing status
320381,"@AmazonHelp Yes I have reported, But what about my order which is supposed to be delivered on 6th Oct with #PRIME....#3DAYSDELAY","@AmazonHelp Yes I have reported, But what about my order which is supposed to be delivered on 6th Oct with #PRIME....#3DAYSDELAY",ACCOUNT_ACCESS,BOUNDARY,Vague account trouble; access issue implied
467369,"@226254 @115821 Yep, I’ve definitely noticed more delayed packages in the last few months.  Had one today that was supposed to arrive but didn’t.","@226254 @115821 Yep, I’ve definitely noticed more delayed packages in the last few months.  Had one today that was supposed to arrive but didn’t.",REFUND_STATUS,BOUNDARY,Refund promised but hasn't happened
422037,@115850 hey where is my refund??,@115850 hey where is my refund??,ORDER_STATUS,EASY,Asking about order history/status
2360459,"@AmazonHelp Really, whats the point of paying for prime when i cant gave my packages delivered on time?","@AmazonHelp Really, whats the point of paying for prime when i cant gave my packages delivered on time?",OTHER,MESSY,Seller context without actionable supported intent
2142881,"@AmazonHelp Yes, I already checked, so Is there anyway I can get the money back and get acces to my account","@AmazonHelp Yes, I already checked, so Is there anyway I can get the money back and get acces to my account",RETURN_REPLACEMENT,EASY,Explicit return request
2688064,@AmazonHelp There’s no card thingy so don’t know who the carrier is... it’s not with a neighbour and not in my ‘safe place’... there wasn’t even a knock on the door to attempt to deliver it!,@AmazonHelp There’s no card thingy so don’t know who the carrier is... it’s not with a neighbour and not in my ‘safe place’... there wasn’t even a knock on the door to attempt to deliver it!,OTHER,MESSY,Manufacturer hasn't replied; insufficient context
1545998,@AmazonHelp I've sent the details. Please just cancel the order. It's not worth all the hassle and waste of time I'm going through for it.,@AmazonHelp I've sent the details. Please just cancel the order. It's not worth all the hassle and waste of time I'm going through for it.,DELIVERY_TRACKING,EASY,Tracking details
385364,@AmazonHelp what is the point in having delivery instructions if your drivers ignores them?,@AmazonHelp what is the point in having delivery instructions if your drivers ignores them?,OTHER,MESSY,Generic follow-up with insufficient context
128829,@AmazonHelp @115850 Played every quiz but still till date not a single winner name came out. Transparency is not there. You should publish name on your Twitter account @AmazonHelp @115850 if its not just a publicity stunt and advertising idea,@AmazonHelp @115850 Played every quiz but still till date not a single winner name came out. Transparency is not there. You should publish name on your Twitter account @AmazonHelp @115850 if its not just a publicity stunt and advertising idea,ORDER_CANCELLATION,BOUNDARY,Customer is being asked to cancel after delivery-date changes
2855134,"uh amazon charged me twice for the same item, what d0","uh amazon charged me twice for the same item, what d0",PRODUCT_ISSUE,BOUNDARY,Product problem; resolution delay is secondary
2460018,@115850 Not credited 99 cashback for Jio 459 recharge,@115850 Not credited 99 cashback for Jio 459 recharge,ORDER_STATUS,EASY,Explicitly asks order status
56932,@115850 How can refunds this my money https://t.co/vzd9YnpQ6U,@115850 How can refunds this my money https://t.co/vzd9YnpQ6U,REFUND_STATUS,EASY,Refund amount doesn't match purchase price
2216878,@AmazonHelp Was eligible for a cashback under SbI cashback offer back in August. Didn't receive yet,@AmazonHelp Was eligible for a cashback under SbI cashback offer back in August. Didn't receive yet,ACCOUNT_ACCESS,EASY,Cannot log into account
80798,@115850 item not received for order 406-1844716-6230753 Status is showing delivered . Have also received SMS mentioning item delivered. Kindly address urgently.,@115850 item not received for order 406-1844716-6230753 Status is showing delivered . Have also received SMS mentioning item delivered. Kindly address urgently.,ORDER_CANCELLATION,EASY,Order cancellation issue
314242,@115850 Pathetic service! Its been 10 days to receive my order still cash back isn't received. No call connect in Customer Care,@115850 Pathetic service! Its been 10 days to receive my order still cash back isn't received. No call connect in Customer Care,PRODUCT_ISSUE,EASY,Defective product; exchange requested
1695,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,ACCOUNT_SECURITY,EASY,Attempted account compromise
1041740,Hey @115821 thanks for locking my account. Now I can't login to get customer service to unlock my account. #fail,Hey @115821 thanks for locking my account. Now I can't login to get customer service to unlock my account. #fail,OTHER,MESSY,Invoice-copy request outside taxonomy
290429,"@115821 is awesome. They made sure I got my order on time, despite saying it would be delayed. Maybe awesome customer service is the real reason they are killing retail.","@115821 is awesome. They made sure I got my order on time, despite saying it would be delayed. Maybe awesome customer service is the real reason they are killing retail.",ORDER_STATUS,EASY,Asking to check order details
2662261,@AmazonHelp I was Queen of Hearts for the weekend. And I'll be a mermaid for Halloween night 😉,@AmazonHelp I was Queen of Hearts for the weekend. And I'll be a mermaid for Halloween night 😉,ACCOUNT_ACCESS,EASY,Unable to log in
985034,@AmazonHelp My refund is still not done,@AmazonHelp My refund is still not done,CASHBACK,EASY,Cashback not received
2929564,"@115850 where is my order? Tracking details not updated for last 12 hrs guaranteed to be delivered today
@AmazonHelp","@115850 where is my order? Tracking details not updated for last 12 hrs guaranteed to be delivered today
@AmazonHelp",ORDER_CANCELLATION,EASY,Explicit cancellation
2940219,@AmazonHelp hi. I have ordered an item with was split into 2 deliveries. I seem to have been charged once for the full cost of the item and then a second charge for the second part of the delivery.,@AmazonHelp hi. I have ordered an item with was split into 2 deliveries. I seem to have been charged once for the full cost of the item and then a second charge for the second part of the delivery.,PRODUCT_ISSUE,BOUNDARY,Broken product; replacement secondary
512452,Ordered from @115821 and I get a delivery of an empty box. #Frustrated,Ordered from @115821 and I get a delivery of an empty box. #Frustrated,PRODUCT_ISSUE,EASY,Replaced product still doesn't work
39558,"I got my refund from @115821 for my copy of odyssey, but was hit with a restocking fee because their delivery people can't do their job.","I got my refund from @115821 for my copy of odyssey, but was hit with a restocking fee because their delivery people can't do their job.",OTHER,MESSY,No actionable intent
1216274,I was supposed to get a package almost a month ago &amp; it still has not showed. Help! @115821 @134682 @AmazonHelp @81,I was supposed to get a package almost a month ago &amp; it still has not showed. Help! @115821 @134682 @AmazonHelp @81,DELIVERY_TRACKING,EASY,Explicit tracking number/status
2319449,"@AmazonHelp I need some information regarding a package I'm awaiting delivery for. Online it says it's final delivery attempt was yesterday, but I've had no email confirmation of this and I really need it delivered today!! Please help!","@AmazonHelp I need some information regarding a package I'm awaiting delivery for. Online it says it's final delivery attempt was yesterday, but I've had no email confirmation of this and I really need it delivered today!! Please help!",RETURN_REPLACEMENT,BOUNDARY,Returned item/order; return context primary
56859,.@115821 why is my account being hacked like every week now...! https://t.co/zToW3sG9CC,.@115821 why is my account being hacked like every week now...! https://t.co/zToW3sG9CC,UNEXPECTED_CHARGE,EASY,Explicit duplicate charge
503442,"@115821 Crappy delivery experience today.  Took a half day off of work for my scheduled, enhanced delivery and it still hasn't arrived and no one can tell me when it will.  Can you help?","@115821 Crappy delivery experience today.  Took a half day off of work for my scheduled, enhanced delivery and it still hasn't arrived and no one can tell me when it will.  Can you help?",OTHER,MESSY,Generic thanks
1435688,"@AmazonHelp Bonjour, il s’agit d’un retour que je compte faire, pour un produit en cours de livraison.","@AmazonHelp Bonjour, il s’agit d’un retour que je compte faire, pour un produit en cours de livraison.",ORDER_CANCELLATION,EASY,Order cancelled unexpectedly
1093244,@115850 help me wrong product collected for return,@115850 help me wrong product collected for return,PRODUCT_ISSUE,EASY,Product arrived damaged
790186,@AmazonHelp @115851 thanks a lot to you. I have received the product now which is defective..,@AmazonHelp @115851 thanks a lot to you. I have received the product now which is defective..,DELIVERY_NOT_RECEIVED,BOUNDARY,Customer says product hasn't been received
2974887,@115821 #help I had a package delivered today and my item was broken what do I do?,@115821 #help I had a package delivered today and my item was broken what do I do?,ACCOUNT_SECURITY,EASY,Bank details stolen/used with account
255735,"@AmazonHelp just got an email that you guys changed an email for one of my accounts, which I didn’t put the request in for Someone hacked it","@AmazonHelp just got an email that you guys changed an email for one of my accounts, which I didn’t put the request in for Someone hacked it",DELIVERY_NOT_RECEIVED,EASY,Delivered but not received
2394957,"@AmazonHelp リプライありがとうございます！
普段代引きしかしたことが無かったので。
Amazonギフト券を使い購入すればいいのですね！分かりました。ありがとうございます！","@AmazonHelp リプライありがとうございます！
普段代引きしかしたことが無かったので。
Amazonギフト券を使い購入すればいいのですね！分かりました。ありがとうございます！",OTHER,MESSY,Simple acknowledgement
456530,"@AmazonHelp You messed up a delivery, offered free items as compensation then messed up that delivery and when I complained you withdrew the original compensatory offer","@AmazonHelp You messed up a delivery, offered free items as compensation then messed up that delivery and when I complained you withdrew the original compensatory offer",ACCOUNT_ACCESS,EASY,Login/password-reset problem
1127124,@AmazonHelp There is no point since no update is given to me regarding product. If it's damaged please let me know. I'm already emailing since few days https://t.co/fweFvcuUFX,@AmazonHelp There is no point since no update is given to me regarding product. If it's damaged please let me know. I'm already emailing since few days https://t.co/fweFvcuUFX,DELIVERY_DELAY,EASY,Expected delivery date has passed
376282,@AmazonHelp I was ordered 2 no’s above item but I received only one short buy yesterday https://t.co/AmZ1uxwd0I,@AmazonHelp I was ordered 2 no’s above item but I received only one short buy yesterday https://t.co/AmZ1uxwd0I,MISSING_ITEM,,
707409,I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October. @AmazonHelp,I still didn't received my amazon great Indian sale pay balance recharge cashback when I am gonna get it I was told that I will receive it by 10th October. @AmazonHelp,CASHBACK,,
338574,@AmazonHelp @117093 hi - I just ordered an unattended delivery and the driver called me screaming at me he can't get into bldg.,@AmazonHelp @117093 hi - I just ordered an unattended delivery and the driver called me screaming at me he can't get into bldg.,DELIVERY_DRIVER_ISSUE,,
2766929,"Your delivery driver left packages outside my flat door the other day, for anyone to take. Can someone sort this out? He never delivers safely to our building! @AmazonHelp","Your delivery driver left packages outside my flat door the other day, for anyone to take. Can someone sort this out? He never delivers safely to our building! @AmazonHelp",DELIVERY_DRIVER_ISSUE,,
1371844,@AmazonHelp @115821 how did you guys manage to ship me the wrong item twice ! Pathetic if you ask me,@AmazonHelp @115821 how did you guys manage to ship me the wrong item twice ! Pathetic if you ask me,WRONG_ITEM_RECEIVED,,
571808,@115850 I have not getten my cashback offer that was purchase on 12.08.2017,@115850 I have not getten my cashback offer that was purchase on 12.08.2017,CASHBACK,,
1563543,"@AmazonHelp We had a missed delivery on Friday, driver must have ignored delivery instructions. Now we have been given a delivery date of Wednesday.","@AmazonHelp We had a missed delivery on Friday, driver must have ignored delivery instructions. Now we have been given a delivery date of Wednesday.",DELIVERY_DRIVER_ISSUE,,
2752060,"@AmazonHelp Tonight, the delivery was marked as being unable to be delivered--I received no phone call from the Amazon # in Washington or any call from the driver using the callbox.","@AmazonHelp Tonight, the delivery was marked as being unable to be delivered--I received no phone call from the Amazon # in Washington or any call from the driver using the callbox.",DELIVERY_DRIVER_ISSUE,,
348959,@AmazonHelp @115850 15% Cashback not received on Order No.406-5005773-5795543. Instead got less refund on return of this order. https://t.co/fufYpjIO49,@AmazonHelp @115850 15% Cashback not received on Order No.406-5005773-5795543. Instead got less refund on return of this order. https://t.co/fufYpjIO49,CASHBACK,,
2211987,"@115850 My order number is 408-9271797-1781967. The wrong item was delivered TWICE against this order number. Its been about 2 weeks or so since the item was returned (the second time). Please update immediately when the refund (Rs. 1765) would be made, thanks","@115850 My order number is 408-9271797-1781967. The wrong item was delivered TWICE against this order number. Its been about 2 weeks or so since the item was returned (the second time). Please update immediately when the refund (Rs. 1765) would be made, thanks",WRONG_ITEM_RECEIVED,,
1041657,@115821 why does it say delivery attempted not successfull.  This is t true there is a receptionist there at all times. They didn’t even try to deliver my package.,@115821 why does it say delivery attempted not successfull.  This is t true there is a receptionist there at all times. They didn’t even try to deliver my package.,DELIVERY_DRIVER_ISSUE,,
2449431,"@AmazonHelp you sent me the wrong item &amp; the only way i can find to remedy it through your site is to return it. i don't own a printer, and i'm an adult who works so i can't be home for a UPS guy to come by, especially for something that wasn't my problem to begin with.","@AmazonHelp you sent me the wrong item &amp; the only way i can find to remedy it through your site is to return it. i don't own a printer, and i'm an adult who works so i can't be home for a UPS guy to come by, especially for something that wasn't my problem to begin with.",WRONG_ITEM_RECEIVED,,
1046064,"@115850 Order # 402-5479722-9566747, wrong item received, no refund required, need my product at earliest,,","@115850 Order # 402-5479722-9566747, wrong item received, no refund required, need my product at earliest,,",WRONG_ITEM_RECEIVED,,
2832844,@AmazonHelp Yes. All but one of the items on my order arrived. Shipped by AMZL US per your website.,@AmazonHelp Yes. All but one of the items on my order arrived. Shipped by AMZL US per your website.,MISSING_ITEM,,
490544,"@AmazonHelp half of my order is still missing. i paid for one day delivery, this is completely unacceptable, my order was a day late and half of it is still missing - fix it. 'My Orders' says its been delivered. DM me if need be","@AmazonHelp half of my order is still missing. i paid for one day delivery, this is completely unacceptable, my order was a day late and half of it is still missing - fix it. 'My Orders' says its been delivered. DM me if need be",MISSING_ITEM,,
306585,@AmazonHelp I have received all 4 items and will be returning the one extra item received. Account still shows I have to return two more items.,@AmazonHelp I have received all 4 items and will be returning the one extra item received. Account still shows I have to return two more items.,WRONG_ITEM_RECEIVED,,
